model_name,run_id,start_time,end_time,source,rmse,mae,r2,cv_rmse,train_duration_sec,params
ridge,db5aed8d3bfa469c95bb56c36b43ff87,2026-03-31T20:35:13.498816,2026-03-31T20:35:13.551153,ModelTrainer.train_single,2e-06,2e-06,1.0,1e-06,0.052,"{'alpha': 1.0, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}"
