model_name,run_id,start_time,end_time,source,rmse,mae,r2,cv_rmse,train_duration_sec,params
ridge,6a2bea9ffdad49b0a267e672dbdf2b93,2026-03-31T13:51:03.246996,2026-03-31T13:51:03.393625,ModelTrainer.train_single,2e-06,2e-06,1.0,1e-06,0.147,"{'alpha': 1.0, 'copy_X': True, 'fit_intercept': True, 'max_iter': None, 'positive': False, 'random_state': None, 'solver': 'auto', 'tol': 0.0001}"
